Tick ,Customer ID,State
643,2,Null Transaction
643,1,Buy
642,4,Null Transaction
642,3,Null Transaction
642,2,Null Transaction
642,1,Null Transaction
640,4,Buy
640,3,Null Transaction
640,2,Null Transaction
640,1,Null Transaction
638,4,Null Transaction
638,3,Buy
638,2,Null Transaction
638,1,Buy
645,4,Null Transaction
645,3,Null Transaction
645,2,Buy
645,1,Buy
647,4,Null Transaction
647,3,Null Transaction
647,2,Null Transaction
647,1,Null Transaction
649,4,Buy
649,3,Buy
649,2,Buy
649,1,Null Transaction
647,4,Null Transaction
647,3,Null Transaction
647,2,Null Transaction
647,1,Null Transaction
650,4,Null Transaction
650,3,Null Transaction
650,2,Null Transaction
650,1,Null Transaction
653,4,Null Transaction
653,3,Null Transaction
653,2,Null Transaction
653,1,Buy
647,4,Null Transaction
647,3,Null Transaction
647,2,Null Transaction
647,1,Null Transaction
655,4,Buy
655,3,Null Transaction
655,2,Null Transaction
655,1,Null Transaction
656,4,Buy
656,3,Null Transaction
656,2,Null Transaction
656,1,Null Transaction
648,4,Buy
648,3,Buy
648,2,Buy
648,1,Null Transaction
652,4,Null Transaction
652,3,Buy
652,2,Buy
652,1,Null Transaction
658,4,Null Transaction
658,3,Null Transaction
658,2,Null Transaction
658,1,Buy
658,4,Null Transaction
658,3,Null Transaction
658,2,Null Transaction
658,1,Null Transaction
654,4,Null Transaction
654,3,Null Transaction
654,2,Null Transaction
654,1,Buy
653,4,Buy
653,3,Buy
653,2,Null Transaction
653,1,Buy
654,4,Null Transaction
654,3,Buy
654,2,Null Transaction
654,1,Buy
659,4,Buy
659,3,Null Transaction
659,2,Buy
659,1,Buy
661,4,Buy
661,3,Null Transaction
661,2,Buy
661,1,Null Transaction
664,4,Null Transaction
664,3,Null Transaction
664,2,Null Transaction
664,1,Null Transaction
664,4,Null Transaction
664,3,Null Transaction
664,2,Null Transaction
664,1,Null Transaction
660,4,Null Transaction
660,3,Buy
660,2,Null Transaction
660,1,Null Transaction
668,4,Buy
668,3,Null Transaction
668,2,Null Transaction
668,1,Null Transaction
669,4,Null Transaction
669,3,Null Transaction
669,2,Null Transaction
669,1,Null Transaction
671,4,Buy
671,3,Null Transaction
671,2,Null Transaction
671,1,Buy
665,4,Buy
665,3,Buy
665,2,Buy
665,1,Null Transaction
671,4,Buy
671,3,Null Transaction
671,2,Buy
671,1,Null Transaction
669,4,Null Transaction
669,3,Null Transaction
669,2,Buy
669,1,Buy
668,4,Null Transaction
668,3,Buy
668,2,Null Transaction
668,1,Null Transaction
668,4,Null Transaction
668,3,Buy
668,2,Null Transaction
668,1,Null Transaction
668,4,Buy
668,3,Null Transaction
668,2,Null Transaction
668,1,Null Transaction
678,4,Buy
678,3,Null Transaction
678,2,Buy
678,1,Null Transaction
676,4,Null Transaction
676,3,Null Transaction
676,2,Buy
676,1,Null Transaction
679,4,Buy
679,3,Null Transaction
679,2,Buy
679,1,Buy
681,4,Buy
681,3,Null Transaction
681,2,Null Transaction
681,1,Buy
680,4,Null Transaction
680,3,Buy
680,2,Null Transaction
680,1,Null Transaction
674,4,Buy
674,3,Buy
674,2,Null Transaction
674,1,Null Transaction
681,4,Buy
681,3,Null Transaction
681,2,Null Transaction
681,1,Null Transaction
682,4,Null Transaction
682,3,Buy
682,2,Null Transaction
682,1,Null Transaction
686,4,Buy
686,3,Null Transaction
686,2,Null Transaction
686,1,Null Transaction
678,4,Buy
678,3,Null Transaction
678,2,Null Transaction
678,1,Null Transaction
680,4,Null Transaction
680,3,Buy
680,2,Null Transaction
680,1,Buy
685,4,Null Transaction
685,3,Buy
685,2,Buy
685,1,Null Transaction
687,4,Null Transaction
687,3,Null Transaction
687,2,Null Transaction
687,1,Null Transaction
687,4,Null Transaction
687,3,Buy
687,2,Buy
687,1,Null Transaction
690,4,Buy
690,3,Null Transaction
690,2,Null Transaction
690,1,Null Transaction
688,4,Null Transaction
688,3,Null Transaction
688,2,Null Transaction
688,1,Null Transaction
691,4,Null Transaction
691,3,Buy
691,2,Null Transaction
691,1,Null Transaction
689,4,Null Transaction
689,3,Null Transaction
689,2,Null Transaction
689,1,Null Transaction
687,4,Buy
687,3,Null Transaction
687,2,Null Transaction
687,1,Null Transaction
697,4,Null Transaction
697,3,Null Transaction
697,2,Buy
697,1,Null Transaction
698,4,Null Transaction
698,3,Null Transaction
698,2,Null Transaction
698,1,Null Transaction
696,4,Null Transaction
696,3,Null Transaction
696,2,Null Transaction
696,1,Null Transaction
695,4,Null Transaction
695,3,Null Transaction
695,2,Null Transaction
695,1,Null Transaction
693,4,Null Transaction
693,3,Null Transaction
693,2,Null Transaction
693,1,Null Transaction
702,4,Null Transaction
702,3,Null Transaction
702,2,Null Transaction
702,1,Null Transaction
695,4,Null Transaction
695,3,Buy
695,2,Buy
695,1,Null Transaction
703,4,Buy
703,3,Null Transaction
703,2,Buy
703,1,Null Transaction
700,4,Buy
700,3,Null Transaction
700,2,Null Transaction
700,1,Buy
702,4,Buy
702,3,Null Transaction
702,2,Null Transaction
702,1,Null Transaction
700,4,Null Transaction
700,3,Null Transaction
700,2,Null Transaction
700,1,Null Transaction
701,4,Null Transaction
701,3,Buy
701,2,Null Transaction
701,1,Null Transaction
708,4,Null Transaction
708,3,Null Transaction
708,2,Buy
708,1,Null Transaction
703,4,Null Transaction
703,3,Null Transaction
703,2,Buy
703,1,Null Transaction
705,4,Null Transaction
705,3,Null Transaction
705,2,Buy
705,1,Null Transaction
710,4,Buy
710,3,Null Transaction
710,2,Buy
710,1,Null Transaction
707,4,Null Transaction
707,3,Null Transaction
707,2,Null Transaction
707,1,Null Transaction
710,4,Null Transaction
710,3,Buy
710,2,Null Transaction
710,1,Buy
713,4,Buy
713,3,Null Transaction
713,2,Null Transaction
713,1,Buy
715,4,Buy
715,3,Null Transaction
715,2,Null Transaction
715,1,Null Transaction
717,4,Null Transaction
717,3,Null Transaction
717,2,Buy
717,1,Null Transaction
709,4,Null Transaction
709,3,Null Transaction
709,2,Buy
709,1,Buy
718,4,Null Transaction
718,3,Null Transaction
718,2,Null Transaction
718,1,Null Transaction
714,4,Buy
714,3,Null Transaction
714,2,Null Transaction
714,1,Null Transaction
713,4,Null Transaction
713,3,Null Transaction
713,2,Null Transaction
713,1,Buy
716,4,Null Transaction
716,3,Null Transaction
716,2,Null Transaction
716,1,Null Transaction
719,4,Null Transaction
719,3,Buy
719,2,Buy
719,1,Null Transaction
724,4,Null Transaction
724,3,Null Transaction
724,2,Null Transaction
724,1,Null Transaction
720,4,Null Transaction
720,3,Null Transaction
720,2,Buy
720,1,Null Transaction
722,4,Null Transaction
722,3,Buy
722,2,Null Transaction
722,1,Null Transaction
723,4,Null Transaction
723,3,Null Transaction
723,2,Buy
723,1,Null Transaction
723,4,Null Transaction
723,3,Null Transaction
723,2,Buy
723,1,Buy
721,4,Null Transaction
721,3,Null Transaction
721,2,Null Transaction
721,1,Null Transaction
722,4,Null Transaction
722,3,Null Transaction
722,2,Null Transaction
722,1,Null Transaction
730,4,Null Transaction
730,3,Buy
730,2,Null Transaction
730,1,Null Transaction
724,4,Buy
724,3,Null Transaction
724,2,Buy
724,1,Null Transaction
726,4,Null Transaction
726,3,Null Transaction
726,2,Buy
726,1,Null Transaction
729,4,Null Transaction
729,3,Null Transaction
729,2,Null Transaction
729,1,Null Transaction
727,4,Null Transaction
727,3,Null Transaction
727,2,Null Transaction
727,1,Null Transaction
733,4,Buy
733,3,Null Transaction
733,2,Buy
733,1,Null Transaction
736,4,Buy
736,3,Null Transaction
736,2,Null Transaction
736,1,Null Transaction
733,4,Null Transaction
733,3,Null Transaction
733,2,Null Transaction
733,1,Null Transaction
733,4,Null Transaction
733,3,Null Transaction
733,2,Null Transaction
733,1,Null Transaction
735,4,Null Transaction
735,3,Null Transaction
735,2,Null Transaction
735,1,Null Transaction
735,4,Buy
735,3,Null Transaction
735,2,Null Transaction
735,1,Null Transaction
733,4,Null Transaction
733,3,Null Transaction
733,2,Buy
733,1,Null Transaction
742,4,Null Transaction
742,3,Null Transaction
742,2,Null Transaction
742,1,Null Transaction
739,4,Null Transaction
739,3,Null Transaction
739,2,Buy
739,1,Null Transaction
744,4,Null Transaction
744,3,Null Transaction
744,2,Null Transaction
744,1,Null Transaction
745,4,Null Transaction
745,3,Null Transaction
745,2,Null Transaction
745,1,Null Transaction
743,4,Null Transaction
743,3,Null Transaction
743,2,Null Transaction
743,1,Null Transaction
739,4,Null Transaction
739,3,Null Transaction
739,2,Null Transaction
739,1,Null Transaction
746,4,Buy
746,3,Null Transaction
746,2,Null Transaction
746,1,Null Transaction
748,4,Buy
748,3,Null Transaction
748,2,Buy
748,1,Buy
744,4,Null Transaction
744,3,Buy
744,2,Null Transaction
744,1,Null Transaction
751,4,Null Transaction
751,3,Null Transaction
751,2,Null Transaction
751,1,Null Transaction
752,4,Null Transaction
752,3,Null Transaction
752,2,Null Transaction
752,1,Null Transaction
754,4,Null Transaction
754,3,Null Transaction
754,2,Null Transaction
754,1,Null Transaction
748,4,Buy
748,3,Null Transaction
748,2,Buy
748,1,Buy
748,4,Null Transaction
748,3,Buy
748,2,Null Transaction
748,1,Buy
756,4,Null Transaction
756,3,Null Transaction
756,2,Null Transaction
756,1,Buy
757,4,Null Transaction
757,3,Null Transaction
757,2,Null Transaction
757,1,Null Transaction
752,4,Null Transaction
752,3,Buy
752,2,Null Transaction
752,1,Null Transaction
759,4,Null Transaction
759,3,Null Transaction
759,2,Null Transaction
759,1,Null Transaction
757,4,Null Transaction
757,3,Null Transaction
757,2,Buy
757,1,Null Transaction
755,4,Null Transaction
755,3,Null Transaction
755,2,Null Transaction
755,1,Null Transaction
754,4,Null Transaction
754,3,Null Transaction
754,2,Buy
754,1,Buy
764,4,Null Transaction
764,3,Null Transaction
764,2,Buy
764,1,Null Transaction
760,4,Null Transaction
760,3,Null Transaction
760,2,Null Transaction
760,1,Buy
765,4,Null Transaction
765,3,Null Transaction
765,2,Null Transaction
765,1,Null Transaction
764,4,Null Transaction
764,3,Buy
764,2,Null Transaction
764,1,Null Transaction
765,4,Buy
765,3,Null Transaction
765,2,Null Transaction
765,1,Null Transaction
760,4,Null Transaction
760,3,Null Transaction
760,2,Null Transaction
760,1,Null Transaction
769,4,Buy
769,3,Null Transaction
769,2,Null Transaction
769,1,Buy
771,4,Null Transaction
771,3,Null Transaction
771,2,Null Transaction
771,1,Null Transaction
772,4,Null Transaction
772,3,Buy
772,2,Null Transaction
772,1,Null Transaction
768,4,Null Transaction
768,3,Null Transaction
768,2,Null Transaction
768,1,Null Transaction
769,4,Buy
769,3,Buy
769,2,Null Transaction
769,1,Null Transaction
768,4,Null Transaction
768,3,Null Transaction
768,2,Null Transaction
768,1,Null Transaction
772,4,Null Transaction
772,3,Null Transaction
772,2,Null Transaction
772,1,Null Transaction
774,4,Null Transaction
774,3,Null Transaction
774,2,Null Transaction
774,1,Buy
772,4,Null Transaction
772,3,Null Transaction
772,2,Null Transaction
772,1,Null Transaction
775,4,Buy
775,3,Buy
775,2,Null Transaction
775,1,Null Transaction
771,4,Null Transaction
771,3,Null Transaction
771,2,Buy
771,1,Null Transaction
777,4,Null Transaction
777,3,Buy
777,2,Null Transaction
777,1,Null Transaction
775,4,Null Transaction
775,3,Buy
775,2,Null Transaction
775,1,Null Transaction
780,4,Null Transaction
780,3,Buy
780,2,Null Transaction
780,1,Null Transaction
781,4,Null Transaction
781,3,Buy
781,2,Null Transaction
781,1,Null Transaction
780,4,Buy
780,3,Null Transaction
780,2,Null Transaction
780,1,Null Transaction
785,4,Null Transaction
785,3,Null Transaction
785,2,Null Transaction
785,1,Null Transaction
786,4,Null Transaction
786,3,Null Transaction
786,2,Buy
786,1,Buy
781,4,Null Transaction
781,3,Null Transaction
781,2,Null Transaction
781,1,Null Transaction
785,4,Buy
785,3,Null Transaction
785,2,Null Transaction
785,1,Null Transaction
787,4,Null Transaction
787,3,Null Transaction
787,2,Null Transaction
787,1,Null Transaction
784,4,Null Transaction
784,3,Null Transaction
784,2,Null Transaction
784,1,Buy
785,4,Null Transaction
785,3,Buy
785,2,Buy
785,1,Null Transaction
793,4,Buy
793,3,Buy
793,2,Null Transaction
793,1,Null Transaction
794,4,Null Transaction
794,3,Buy
794,2,Buy
794,1,Null Transaction
789,4,Null Transaction
789,3,Null Transaction
789,2,Buy
789,1,Null Transaction
795,4,Null Transaction
795,3,Null Transaction
795,2,Null Transaction
795,1,Null Transaction
791,4,Null Transaction
791,3,Null Transaction
791,2,Null Transaction
791,1,Buy
796,4,Buy
796,3,Null Transaction
796,2,Buy
796,1,Buy
792,4,Buy
792,3,Null Transaction
792,2,Null Transaction
792,1,Null Transaction
797,4,Buy
797,3,Buy
797,2,Null Transaction
797,1,Buy
800,4,Null Transaction
800,3,Null Transaction
800,2,Null Transaction
800,1,Null Transaction
797,4,Buy
797,3,Null Transaction
797,2,Buy
797,1,Null Transaction
801,4,Null Transaction
801,3,Null Transaction
801,2,Null Transaction
801,1,Null Transaction
804,4,Null Transaction
804,3,Buy
804,2,Null Transaction
804,1,Null Transaction
796,4,Null Transaction
796,3,Null Transaction
796,2,Null Transaction
796,1,Null Transaction
798,4,Buy
798,3,Null Transaction
798,2,Null Transaction
798,1,Null Transaction
804,4,Null Transaction
804,3,Buy
804,2,Buy
804,1,Null Transaction
807,4,Null Transaction
807,3,Null Transaction
807,2,Null Transaction
807,1,Null Transaction
801,4,Null Transaction
801,3,Null Transaction
801,2,Buy
801,1,Buy
802,4,Buy
802,3,Null Transaction
802,2,Null Transaction
802,1,Buy
808,4,Null Transaction
808,3,Null Transaction
808,2,Null Transaction
808,1,Buy
805,4,Null Transaction
805,3,Buy
805,2,Null Transaction
805,1,Null Transaction
808,4,Null Transaction
808,3,Null Transaction
808,2,Null Transaction
808,1,Null Transaction
813,4,Null Transaction
813,3,Buy
813,2,Null Transaction
813,1,Null Transaction
810,4,Buy
810,3,Buy
810,2,Null Transaction
810,1,Null Transaction
809,4,Null Transaction
809,3,Null Transaction
809,2,Null Transaction
809,1,Buy
811,4,Null Transaction
811,3,Null Transaction
811,2,Null Transaction
811,1,Buy
815,4,Null Transaction
815,3,Null Transaction
815,2,Null Transaction
815,1,Buy
818,4,Null Transaction
818,3,Null Transaction
818,2,Buy
818,1,Null Transaction
812,4,Null Transaction
812,3,Null Transaction
812,2,Buy
812,1,Buy
820,4,Null Transaction
820,3,Null Transaction
820,2,Buy
820,1,Null Transaction
819,4,Buy
819,3,Buy
819,2,Null Transaction
819,1,Null Transaction
821,4,Buy
821,3,Null Transaction
821,2,Buy
821,1,Null Transaction
819,4,Null Transaction
819,3,Null Transaction
819,2,Buy
819,1,Null Transaction
819,4,Null Transaction
819,3,Null Transaction
819,2,Null Transaction
819,1,Null Transaction
825,4,Null Transaction
825,3,Null Transaction
825,2,Buy
825,1,Null Transaction
819,4,Buy
819,3,Null Transaction
819,2,Buy
819,1,Buy
821,4,Null Transaction
821,3,Null Transaction
821,2,Null Transaction
821,1,Null Transaction
822,4,Buy
822,3,Null Transaction
822,2,Null Transaction
822,1,Buy
828,4,Null Transaction
828,3,Buy
828,2,Null Transaction
828,1,Buy
828,4,Null Transaction
828,3,Null Transaction
828,2,Null Transaction
828,1,Null Transaction
832,4,Buy
832,3,Null Transaction
832,2,Null Transaction
832,1,Null Transaction
830,4,Null Transaction
830,3,Null Transaction
830,2,Null Transaction
830,1,Null Transaction
831,4,Buy
831,3,Null Transaction
831,2,Null Transaction
831,1,Null Transaction
829,4,Buy
829,3,Null Transaction
829,2,Null Transaction
829,1,Null Transaction
833,4,Null Transaction
833,3,Null Transaction
833,2,Buy
833,1,Null Transaction
832,4,Buy
832,3,Null Transaction
832,2,Null Transaction
832,1,Null Transaction
831,4,Null Transaction
831,3,Null Transaction
831,2,Buy
831,1,Buy
832,4,Buy
832,3,Null Transaction
832,2,Null Transaction
832,1,Null Transaction
832,4,Buy
832,3,Null Transaction
832,2,Null Transaction
832,1,Null Transaction
839,4,Null Transaction
839,3,Null Transaction
839,2,Buy
839,1,Null Transaction
842,4,Null Transaction
842,3,Null Transaction
842,2,Null Transaction
842,1,Null Transaction
836,4,Null Transaction
836,3,Null Transaction
836,2,Null Transaction
836,1,Null Transaction
838,4,Buy
838,3,Null Transaction
838,2,Buy
838,1,Buy
843,4,Null Transaction
843,3,Null Transaction
843,2,Null Transaction
843,1,Null Transaction
844,4,Null Transaction
844,3,Buy
844,2,Null Transaction
844,1,Null Transaction
846,4,Null Transaction
846,3,Null Transaction
846,2,Buy
846,1,Null Transaction
840,4,Null Transaction
840,3,Buy
840,2,Buy
840,1,Null Transaction
844,4,Null Transaction
844,3,Null Transaction
844,2,Buy
844,1,Null Transaction
845,4,Buy
845,3,Null Transaction
845,2,Buy
845,1,Null Transaction
849,4,Buy
849,3,Null Transaction
849,2,Null Transaction
849,1,Null Transaction
849,4,Null Transaction
849,3,Null Transaction
849,2,Null Transaction
849,1,Null Transaction
847,4,Null Transaction
847,3,Null Transaction
847,2,Buy
847,1,Null Transaction
854,4,Null Transaction
854,3,Buy
854,2,Buy
854,1,Buy
850,4,Null Transaction
850,3,Null Transaction
850,2,Null Transaction
850,1,Null Transaction
849,4,Null Transaction
849,3,Null Transaction
849,2,Buy
849,1,Null Transaction
851,4,Null Transaction
851,3,Null Transaction
851,2,Null Transaction
851,1,Null Transaction
853,4,Null Transaction
853,3,Buy
853,2,Buy
853,1,Null Transaction
859,4,Null Transaction
859,3,Null Transaction
859,2,Buy
859,1,Null Transaction
854,4,Null Transaction
854,3,Null Transaction
854,2,Buy
854,1,Null Transaction
855,4,Null Transaction
855,3,Null Transaction
855,2,Buy
855,1,Buy
856,4,Null Transaction
856,3,Null Transaction
856,2,Null Transaction
856,1,Null Transaction
854,4,Buy
854,3,Buy
854,2,Null Transaction
854,1,Null Transaction
858,4,Null Transaction
858,3,Null Transaction
858,2,Buy
858,1,Null Transaction
861,4,Buy
861,3,Null Transaction
861,2,Null Transaction
861,1,Null Transaction
864,4,Null Transaction
864,3,Null Transaction
864,2,Null Transaction
864,1,Null Transaction
861,4,Buy
861,3,Null Transaction
861,2,Null Transaction
861,1,Null Transaction
861,4,Null Transaction
861,3,Null Transaction
861,2,Buy
861,1,Null Transaction
866,4,Null Transaction
866,3,Null Transaction
866,2,Null Transaction
866,1,Null Transaction
869,4,Null Transaction
869,3,Null Transaction
869,2,Null Transaction
869,1,Null Transaction
862,4,Buy
862,3,Buy
862,2,Null Transaction
862,1,Null Transaction
869,4,Buy
869,3,Null Transaction
869,2,Null Transaction
869,1,Null Transaction
868,4,Buy
868,3,Null Transaction
868,2,Null Transaction
868,1,Null Transaction
874,4,Null Transaction
874,3,Null Transaction
874,2,Buy
874,1,Null Transaction
867,4,Null Transaction
867,3,Buy
867,2,Null Transaction
867,1,Null Transaction
871,4,Null Transaction
871,3,Buy
871,2,Null Transaction
871,1,Null Transaction
870,4,Null Transaction
870,3,Null Transaction
870,2,Null Transaction
870,1,Null Transaction
871,4,Null Transaction
871,3,Buy
871,2,Null Transaction
871,1,Null Transaction
876,4,Null Transaction
876,3,Null Transaction
876,2,Null Transaction
876,1,Buy
879,4,Null Transaction
879,3,Null Transaction
879,2,Null Transaction
879,1,Null Transaction
881,4,Null Transaction
881,3,Null Transaction
881,2,Null Transaction
881,1,Buy
874,4,Null Transaction
874,3,Buy
874,2,Buy
874,1,Null Transaction
882,4,Null Transaction
882,3,Null Transaction
882,2,Null Transaction
882,1,Null Transaction
877,4,Buy
877,3,Null Transaction
877,2,Buy
877,1,Buy
880,4,Null Transaction
880,3,Null Transaction
880,2,Null Transaction
880,1,Null Transaction
881,4,Null Transaction
881,3,Buy
881,2,Null Transaction
881,1,Null Transaction
880,4,Buy
880,3,Null Transaction
880,2,Null Transaction
880,1,Null Transaction
884,4,Null Transaction
884,3,Null Transaction
884,2,Null Transaction
884,1,Null Transaction
889,4,Null Transaction
889,3,Buy
889,2,Null Transaction
889,1,Buy
884,4,Null Transaction
884,3,Buy
884,2,Null Transaction
884,1,Null Transaction
887,4,Null Transaction
887,3,Null Transaction
887,2,Null Transaction
887,1,Null Transaction
888,4,Null Transaction
888,3,Null Transaction
888,2,Null Transaction
888,1,Buy
890,4,Null Transaction
890,3,Buy
890,2,Buy
890,1,Null Transaction
890,4,Null Transaction
890,3,Null Transaction
890,2,Null Transaction
890,1,Buy
894,4,Null Transaction
894,3,Null Transaction
894,2,Buy
894,1,Null Transaction
887,4,Null Transaction
887,3,Null Transaction
887,2,Null Transaction
887,1,Null Transaction
888,4,Buy
888,3,Null Transaction
888,2,Null Transaction
888,1,Buy
892,4,Null Transaction
892,3,Null Transaction
892,2,Null Transaction
892,1,Buy
892,4,Buy
892,3,Null Transaction
892,2,Null Transaction
892,1,Buy
891,4,Null Transaction
891,3,Null Transaction
891,2,Buy
891,1,Null Transaction
892,4,Buy
892,3,Null Transaction
892,2,Buy
892,1,Buy
894,4,Null Transaction
894,3,Null Transaction
894,2,Null Transaction
894,1,Null Transaction
903,4,Null Transaction
903,3,Null Transaction
903,2,Buy
903,1,Null Transaction
899,4,Buy
899,3,Null Transaction
899,2,Null Transaction
899,1,Null Transaction
904,4,Null Transaction
904,3,Null Transaction
904,2,Buy
904,1,Null Transaction
901,4,Null Transaction
901,3,Buy
901,2,Buy
901,1,Null Transaction
907,4,Null Transaction
907,3,Null Transaction
907,2,Buy
907,1,Buy
907,4,Null Transaction
907,3,Null Transaction
907,2,Null Transaction
907,1,Buy
905,4,Null Transaction
905,3,Null Transaction
905,2,Null Transaction
905,1,Null Transaction
906,4,Null Transaction
906,3,Null Transaction
906,2,Null Transaction
906,1,Null Transaction
904,4,Null Transaction
904,3,Buy
904,2,Buy
904,1,Null Transaction
910,4,Null Transaction
910,3,Null Transaction
910,2,Null Transaction
910,1,Null Transaction
913,4,Null Transaction
913,3,Null Transaction
913,2,Null Transaction
913,1,Null Transaction
911,4,Null Transaction
911,3,Null Transaction
911,2,Null Transaction
911,1,Null Transaction
906,4,Null Transaction
906,3,Null Transaction
906,2,Null Transaction
906,1,Buy
913,4,Null Transaction
913,3,Null Transaction
913,2,Buy
913,1,Null Transaction
916,4,Null Transaction
916,3,Null Transaction
916,2,Buy
916,1,Null Transaction
909,4,Null Transaction
909,3,Null Transaction
909,2,Null Transaction
909,1,Null Transaction
913,4,Null Transaction
913,3,Buy
913,2,Null Transaction
913,1,Null Transaction
917,4,Null Transaction
917,3,Null Transaction
917,2,Null Transaction
917,1,Buy
912,4,Null Transaction
912,3,Null Transaction
912,2,Buy
912,1,Null Transaction
917,4,Null Transaction
917,3,Null Transaction
917,2,Null Transaction
917,1,Null Transaction
918,4,Null Transaction
918,3,Null Transaction
918,2,Null Transaction
918,1,Null Transaction
924,4,Buy
924,3,Buy
924,2,Null Transaction
924,1,Null Transaction
921,4,Null Transaction
921,3,Null Transaction
921,2,Null Transaction
921,1,Null Transaction
918,4,Buy
918,3,Null Transaction
918,2,Null Transaction
918,1,Null Transaction
923,4,Null Transaction
923,3,Null Transaction
923,2,Null Transaction
923,1,Null Transaction
921,4,Null Transaction
921,3,Buy
921,2,Buy
921,1,Buy
926,4,Buy
926,3,Null Transaction
926,2,Buy
926,1,Null Transaction
924,4,Null Transaction
924,3,Null Transaction
924,2,Null Transaction
924,1,Buy
928,4,Buy
928,3,Null Transaction
928,2,Null Transaction
928,1,Buy
932,4,Null Transaction
932,3,Buy
932,2,Buy
932,1,Null Transaction
926,4,Buy
926,3,Null Transaction
926,2,Null Transaction
926,1,Null Transaction
925,4,Null Transaction
925,3,Null Transaction
925,2,Null Transaction
925,1,Null Transaction
927,4,Buy
927,3,Null Transaction
927,2,Buy
927,1,Null Transaction
933,4,Null Transaction
933,3,Null Transaction
933,2,Null Transaction
933,1,Null Transaction
929,4,Buy
929,3,Null Transaction
929,2,Null Transaction
929,1,Null Transaction
930,4,Null Transaction
930,3,Null Transaction
930,2,Null Transaction
930,1,Null Transaction
939,4,Buy
939,3,Null Transaction
939,2,Null Transaction
939,1,Buy
937,4,Null Transaction
937,3,Null Transaction
937,2,Null Transaction
937,1,Null Transaction
936,4,Null Transaction
936,3,Null Transaction
936,2,Null Transaction
936,1,Null Transaction
940,4,Buy
940,3,Null Transaction
940,2,Null Transaction
940,1,Null Transaction
937,4,Null Transaction
937,3,Null Transaction
937,2,Buy
937,1,Null Transaction
940,4,Buy
940,3,Buy
940,2,Null Transaction
940,1,Null Transaction
945,4,Null Transaction
945,3,Buy
945,2,Buy
945,1,Buy
938,4,Null Transaction
938,3,Null Transaction
938,2,Null Transaction
938,1,Null Transaction
945,4,Null Transaction
945,3,Null Transaction
945,2,Buy
945,1,Null Transaction
944,4,Buy
944,3,Null Transaction
944,2,Null Transaction
944,1,Null Transaction
949,4,Buy
949,3,Buy
949,2,Null Transaction
949,1,Null Transaction
944,4,Buy
944,3,Null Transaction
944,2,Null Transaction
944,1,Null Transaction
948,4,Null Transaction
948,3,Buy
948,2,Null Transaction
948,1,Null Transaction
943,4,Null Transaction
943,3,Buy
943,2,Buy
943,1,Buy
949,4,Null Transaction
949,3,Null Transaction
949,2,Buy
949,1,Null Transaction
954,4,Null Transaction
954,3,Null Transaction
954,2,Null Transaction
954,1,Buy
951,4,Null Transaction
951,3,Null Transaction
951,2,Null Transaction
951,1,Null Transaction
955,4,Null Transaction
955,3,Null Transaction
955,2,Null Transaction
955,1,Null Transaction
957,4,Null Transaction
957,3,Buy
957,2,Buy
957,1,Buy
956,4,Null Transaction
956,3,Null Transaction
956,2,Null Transaction
956,1,Null Transaction
951,4,Null Transaction
951,3,Null Transaction
951,2,Null Transaction
951,1,Null Transaction
958,4,Null Transaction
958,3,Null Transaction
958,2,Buy
958,1,Null Transaction
958,4,Null Transaction
958,3,Null Transaction
958,2,Null Transaction
958,1,Null Transaction
959,4,Buy
959,3,Null Transaction
959,2,Null Transaction
959,1,Null Transaction
959,4,Null Transaction
959,3,Buy
959,2,Null Transaction
959,1,Null Transaction
960,4,Buy
960,3,Null Transaction
960,2,Null Transaction
960,1,Buy
964,4,Null Transaction
964,3,Null Transaction
964,2,Buy
964,1,Buy
958,4,Null Transaction
958,3,Null Transaction
958,2,Null Transaction
958,1,Null Transaction
964,4,Null Transaction
964,3,Null Transaction
964,2,Buy
964,1,Null Transaction
961,4,Null Transaction
961,3,Null Transaction
961,2,Null Transaction
961,1,Null Transaction
967,4,Null Transaction
967,3,Null Transaction
967,2,Null Transaction
967,1,Null Transaction
964,4,Null Transaction
964,3,Buy
964,2,Buy
964,1,Null Transaction
969,4,Null Transaction
969,3,Null Transaction
969,2,Null Transaction
969,1,Null Transaction
967,4,Buy
967,3,Buy
967,2,Null Transaction
967,1,Null Transaction
965,4,Null Transaction
965,3,Buy
965,2,Null Transaction
965,1,Null Transaction
971,4,Null Transaction
971,3,Null Transaction
971,2,Null Transaction
971,1,Buy
966,4,Null Transaction
966,3,Null Transaction
966,2,Null Transaction
966,1,Null Transaction
971,4,Null Transaction
971,3,Null Transaction
971,2,Null Transaction
971,1,Buy
976,4,Null Transaction
976,3,Null Transaction
976,2,Null Transaction
976,1,Null Transaction
975,4,Null Transaction
975,3,Buy
975,2,Buy
975,1,Null Transaction
979,4,Buy
979,3,Null Transaction
979,2,Null Transaction
979,1,Null Transaction
971,4,Null Transaction
971,3,Null Transaction
971,2,Null Transaction
971,1,Null Transaction
979,4,Buy
979,3,Null Transaction
979,2,Null Transaction
979,1,Null Transaction
982,4,Null Transaction
982,3,Null Transaction
982,2,Null Transaction
982,1,Buy
975,4,Null Transaction
975,3,Null Transaction
975,2,Null Transaction
975,1,Null Transaction
978,4,Null Transaction
978,3,Null Transaction
978,2,Null Transaction
978,1,Null Transaction
985,4,Null Transaction
985,3,Null Transaction
985,2,Null Transaction
