Tick ,Customer ID,Transaction Status,With
501,3,Invalid Transaction,-->501
501,2,Invalid Transaction,-->501
501,1,Invalid Transaction,-->501
502,4,Invalid Transaction,-->502
502,3,Invalid Transaction,-->502
502,2,Invalid Transaction,-->502
502,1,Invalid Transaction,-->502
503,4,Invalid Transaction,-->503
503,3,Invalid Transaction,-->503
503,2,Invalid Transaction,-->503
503,1,Invalid Transaction,-->503
504,4,Invalid Transaction,-->504
504,3,Invalid Transaction,-->504
504,2,Invalid Transaction,-->504
504,1,Invalid Transaction,-->504
505,4,Invalid Transaction,-->505
505,3,Invalid Transaction,-->505
505,2,Invalid Transaction,-->505
505,1,Invalid Transaction,-->505
506,4,Invalid Transaction,-->506
506,3,Invalid Transaction,-->506
506,2,Invalid Transaction,-->506
506,1,Invalid Transaction,-->506
507,4,Invalid Transaction,-->507
507,3,Invalid Transaction,-->507
507,2,Invalid Transaction,-->507
507,1,Invalid Transaction,-->507
508,4,Invalid Transaction,-->508
508,3,Invalid Transaction,-->508
508,2,Invalid Transaction,-->508
508,1,Invalid Transaction,-->508
509,4,Invalid Transaction,-->509
509,3,Invalid Transaction,-->509
509,2,Invalid Transaction,-->509
509,1,Invalid Transaction,-->509
510,4,Invalid Transaction,-->510
510,3,Invalid Transaction,-->510
510,2,Invalid Transaction,-->510
510,1,Invalid Transaction,-->510
511,4,Invalid Transaction,-->511
511,3,Invalid Transaction,-->511
511,2,Invalid Transaction,-->511
511,1,Invalid Transaction,-->511
512,4,Invalid Transaction,-->512
512,3,Invalid Transaction,-->512
512,2,Invalid Transaction,-->512
512,1,Invalid Transaction,-->512
513,4,Invalid Transaction,-->513
513,3,Invalid Transaction,-->513
513,2,Invalid Transaction,-->513
513,1,Invalid Transaction,-->513
514,4,Invalid Transaction,-->514
514,3,Invalid Transaction,-->514
514,2,Invalid Transaction,-->514
514,1,Invalid Transaction,-->514
515,4,Invalid Transaction,-->515
515,3,Invalid Transaction,-->515
515,2,Invalid Transaction,-->515
515,1,Invalid Transaction,-->515
516,4,Invalid Transaction,-->516
516,3,Invalid Transaction,-->516
516,2,Invalid Transaction,-->516
516,1,Invalid Transaction,-->516
517,4,Invalid Transaction,-->517
517,3,Invalid Transaction,-->517
517,2,Invalid Transaction,-->517
517,1,Invalid Transaction,-->517
518,4,Invalid Transaction,-->518
518,3,Invalid Transaction,-->518
518,2,Invalid Transaction,-->518
518,1,Invalid Transaction,-->518
519,4,Invalid Transaction,-->519
519,3,Invalid Transaction,-->519
519,2,Invalid Transaction,-->519
519,1,Invalid Transaction,-->519
520,4,Invalid Transaction,-->520
520,3,Invalid Transaction,-->520
520,2,Invalid Transaction,-->520
520,1,Invalid Transaction,-->520
521,4,Invalid Transaction,-->521
521,3,Invalid Transaction,-->521
521,2,Invalid Transaction,-->521
521,1,Invalid Transaction,-->521
522,4,Invalid Transaction,-->522
522,3,Invalid Transaction,-->522
522,2,Invalid Transaction,-->522
522,1,Invalid Transaction,-->522
523,4,Invalid Transaction,-->523
523,3,Invalid Transaction,-->523
523,2,Invalid Transaction,-->523
523,1,Invalid Transaction,-->523
524,4,Invalid Transaction,-->524
524,3,Invalid Transaction,-->524
524,2,Invalid Transaction,-->524
524,1,Invalid Transaction,-->524
525,4,Invalid Transaction,-->525
525,3,Invalid Transaction,-->525
525,2,Invalid Transaction,-->525
525,1,Invalid Transaction,-->525
526,4,Invalid Transaction,-->526
526,3,Invalid Transaction,-->526
526,2,Invalid Transaction,-->526
526,1,Invalid Transaction,-->526
527,4,Invalid Transaction,-->527
527,3,Invalid Transaction,-->527
527,2,Invalid Transaction,-->527
527,1,Invalid Transaction,-->527
528,4,Invalid Transaction,-->528
528,3,Invalid Transaction,-->528
528,2,Invalid Transaction,-->528
528,1,Invalid Transaction,-->528
529,4,Invalid Transaction,-->529
529,3,Invalid Transaction,-->529
529,2,Invalid Transaction,-->529
529,1,Invalid Transaction,-->529
530,4,Invalid Transaction,-->530
530,3,Invalid Transaction,-->530
530,2,Invalid Transaction,-->530
530,1,Invalid Transaction,-->530
531,4,Invalid Transaction,-->531
531,3,Invalid Transaction,-->531
531,2,Invalid Transaction,-->531
531,1,Invalid Transaction,-->531
532,4,Invalid Transaction,-->532
532,3,Invalid Transaction,-->532
532,2,Invalid Transaction,-->532
532,1,Invalid Transaction,-->532
533,4,Invalid Transaction,-->533
533,3,Invalid Transaction,-->533
533,2,Invalid Transaction,-->533
533,1,Invalid Transaction,-->533
534,4,Invalid Transaction,-->534
534,3,Invalid Transaction,-->534
534,2,Invalid Transaction,-->534
534,1,Invalid Transaction,-->534
535,4,Invalid Transaction,-->535
535,3,Invalid Transaction,-->535
535,2,Invalid Transaction,-->535
535,1,Invalid Transaction,-->535
536,4,Invalid Transaction,-->536
536,3,Invalid Transaction,-->536
536,2,Invalid Transaction,-->536
536,1,Invalid Transaction,-->536
537,4,Invalid Transaction,-->537
537,3,Invalid Transaction,-->537
537,2,Invalid Transaction,-->537
537,1,Invalid Transaction,-->537
538,4,Invalid Transaction,-->538
538,3,Invalid Transaction,-->538
538,2,Invalid Transaction,-->538
538,1,Invalid Transaction,-->538
539,4,Invalid Transaction,-->539
539,3,Invalid Transaction,-->539
539,2,Invalid Transaction,-->539
539,1,Invalid Transaction,-->539
540,4,Invalid Transaction,-->540
540,3,Invalid Transaction,-->540
540,2,Invalid Transaction,-->540
540,1,Invalid Transaction,-->540
541,4,Invalid Transaction,-->541
541,3,Invalid Transaction,-->541
541,2,Invalid Transaction,-->541
541,1,Invalid Transaction,-->541
542,4,Invalid Transaction,-->542
542,3,Invalid Transaction,-->542
542,2,Invalid Transaction,-->542
542,1,Invalid Transaction,-->542
543,4,Invalid Transaction,-->543
543,3,Invalid Transaction,-->543
543,2,Invalid Transaction,-->543
543,1,Invalid Transaction,-->543
544,4,Invalid Transaction,-->544
544,3,Invalid Transaction,-->544
544,2,Invalid Transaction,-->544
544,1,Invalid Transaction,-->544
545,4,Invalid Transaction,-->545
545,3,Invalid Transaction,-->545
545,2,Invalid Transaction,-->545
545,1,Invalid Transaction,-->545
546,4,Invalid Transaction,-->546
546,3,Invalid Transaction,-->546
546,2,Invalid Transaction,-->546
546,1,Invalid Transaction,-->546
547,4,Invalid Transaction,-->547
547,3,Invalid Transaction,-->547
547,2,Invalid Transaction,-->547
547,1,Invalid Transaction,-->547
548,4,Invalid Transaction,-->548
548,3,Invalid Transaction,-->548
548,2,Invalid Transaction,-->548
548,1,Invalid Transaction,-->548
549,4,Invalid Transaction,-->549
549,3,Invalid Transaction,-->549
549,2,Invalid Transaction,-->549
549,1,Invalid Transaction,-->549
550,4,Invalid Transaction,-->550
550,3,Invalid Transaction,-->550
550,2,Invalid Transaction,-->550
550,1,Invalid Transaction,-->550
551,4,Invalid Transaction,-->551
551,3,Invalid Transaction,-->551
551,2,Invalid Transaction,-->551
551,1,Invalid Transaction,-->551
552,4,Invalid Transaction,-->552
552,3,Invalid Transaction,-->552
552,2,Invalid Transaction,-->552
552,1,Invalid Transaction,-->552
553,4,Invalid Transaction,-->553
553,3,Invalid Transaction,-->553
553,2,Invalid Transaction,-->553
553,1,Invalid Transaction,-->553
554,4,Invalid Transaction,-->554
554,3,Invalid Transaction,-->554
554,2,Invalid Transaction,-->554
554,1,Invalid Transaction,-->554
555,4,Invalid Transaction,-->555
555,3,Invalid Transaction,-->555
555,2,Invalid Transaction,-->555
555,1,Invalid Transaction,-->555
556,4,Invalid Transaction,-->556
556,3,Invalid Transaction,-->556
556,2,Invalid Transaction,-->556
556,1,Invalid Transaction,-->556
557,4,Invalid Transaction,-->557
557,3,Invalid Transaction,-->557
557,2,Invalid Transaction,-->557
557,1,Invalid Transaction,-->557
558,4,Invalid Transaction,-->558
558,3,Invalid Transaction,-->558
558,2,Invalid Transaction,-->558
558,1,Invalid Transaction,-->558
559,4,Invalid Transaction,-->559
559,3,Invalid Transaction,-->559
559,2,Invalid Transaction,-->559
559,1,Invalid Transaction,-->559
560,4,Invalid Transaction,-->560
560,3,Invalid Transaction,-->560
560,2,Invalid Transaction,-->560
560,1,Invalid Transaction,-->560
561,4,Invalid Transaction,-->561
561,3,Invalid Transaction,-->561
561,2,Invalid Transaction,-->561
561,1,Invalid Transaction,-->561
562,4,Invalid Transaction,-->562
562,3,Invalid Transaction,-->562
562,2,Invalid Transaction,-->562
562,1,Invalid Transaction,-->562
563,4,Invalid Transaction,-->563
563,3,Invalid Transaction,-->563
563,2,Invalid Transaction,-->563
563,1,Invalid Transaction,-->563
564,4,Invalid Transaction,-->564
564,3,Invalid Transaction,-->564
564,2,Invalid Transaction,-->564
564,1,Invalid Transaction,-->564
565,4,Invalid Transaction,-->565
565,3,Invalid Transaction,-->565
565,2,Invalid Transaction,-->565
565,1,Invalid Transaction,-->565
566,4,Invalid Transaction,-->566
566,3,Invalid Transaction,-->566
566,2,Invalid Transaction,-->566
566,1,Invalid Transaction,-->566
567,4,Invalid Transaction,-->567
567,3,Invalid Transaction,-->567
567,2,Invalid Transaction,-->567
567,1,Invalid Transaction,-->567
568,4,Invalid Transaction,-->568
568,3,Invalid Transaction,-->568
568,2,Invalid Transaction,-->568
568,1,Invalid Transaction,-->568
569,4,Invalid Transaction,-->569
569,3,Invalid Transaction,-->569
569,2,Invalid Transaction,-->569
569,1,Invalid Transaction,-->569
570,4,Invalid Transaction,-->570
570,3,Invalid Transaction,-->570
570,2,Invalid Transaction,-->570
570,1,Invalid Transaction,-->570
571,4,Invalid Transaction,-->571
571,3,Invalid Transaction,-->571
571,2,Invalid Transaction,-->571
571,1,Invalid Transaction,-->571
572,4,Invalid Transaction,-->572
572,3,Invalid Transaction,-->572
572,2,Invalid Transaction,-->572
572,1,Invalid Transaction,-->572
573,4,Invalid Transaction,-->573
573,3,Invalid Transaction,-->573
573,2,Invalid Transaction,-->573
573,1,Invalid Transaction,-->573
574,4,Invalid Transaction,-->574
574,3,Invalid Transaction,-->574
574,2,Invalid Transaction,-->574
574,1,Invalid Transaction,-->574
575,4,Invalid Transaction,-->575
575,3,Invalid Transaction,-->575
575,2,Invalid Transaction,-->575
575,1,Invalid Transaction,-->575
576,4,Invalid Transaction,-->576
576,3,Invalid Transaction,-->576
576,2,Invalid Transaction,-->576
576,1,Invalid Transaction,-->576
577,4,Invalid Transaction,-->577
577,3,Invalid Transaction,-->577
577,2,Invalid Transaction,-->577
577,1,Invalid Transaction,-->577
578,4,Invalid Transaction,-->578
578,3,Invalid Transaction,-->578
578,2,Invalid Transaction,-->578
578,1,Invalid Transaction,-->578
579,4,Invalid Transaction,-->579
579,3,Invalid Transaction,-->579
579,2,Invalid Transaction,-->579
579,1,Invalid Transaction,-->579
580,4,Invalid Transaction,-->580
580,3,Invalid Transaction,-->580
580,2,Invalid Transaction,-->580
580,1,Invalid Transaction,-->580
581,4,Invalid Transaction,-->581
581,3,Invalid Transaction,-->581
581,2,Invalid Transaction,-->581
581,1,Invalid Transaction,-->581
582,4,Invalid Transaction,-->582
582,3,Invalid Transaction,-->582
582,2,Invalid Transaction,-->582
582,1,Invalid Transaction,-->582
583,4,Invalid Transaction,-->583
583,3,Invalid Transaction,-->583
583,2,Invalid Transaction,-->583
583,1,Invalid Transaction,-->583
584,4,Invalid Transaction,-->584
584,3,Invalid Transaction,-->584
584,2,Invalid Transaction,-->584
584,1,Invalid Transaction,-->584
585,4,Invalid Transaction,-->585
585,3,Invalid Transaction,-->585
585,2,Invalid Transaction,-->585
585,1,Invalid Transaction,-->585
586,4,Invalid Transaction,-->586
586,3,Invalid Transaction,-->586
586,2,Invalid Transaction,-->586
586,1,Invalid Transaction,-->586
587,4,Invalid Transaction,-->587
587,3,Invalid Transaction,-->587
587,2,Invalid Transaction,-->587
587,1,Invalid Transaction,-->587
588,4,Invalid Transaction,-->588
588,3,Invalid Transaction,-->588
588,2,Invalid Transaction,-->588
588,1,Invalid Transaction,-->588
589,4,Invalid Transaction,-->589
589,3,Invalid Transaction,-->589
589,2,Invalid Transaction,-->589
589,1,Invalid Transaction,-->589
590,4,Invalid Transaction,-->590
590,3,Invalid Transaction,-->590
590,2,Invalid Transaction,-->590
590,1,Invalid Transaction,-->590
591,4,Invalid Transaction,-->591
591,3,Invalid Transaction,-->591
591,2,Invalid Transaction,-->591
591,1,Invalid Transaction,-->591
592,4,Invalid Transaction,-->592
592,3,Invalid Transaction,-->592
592,2,Invalid Transaction,-->592
592,1,Invalid Transaction,-->592
593,4,Invalid Transaction,-->593
593,3,Invalid Transaction,-->593
593,2,Invalid Transaction,-->593
593,1,Invalid Transaction,-->593
594,4,Invalid Transaction,-->594
594,3,Invalid Transaction,-->594
594,2,Invalid Transaction,-->594
594,1,Invalid Transaction,-->594
595,4,Invalid Transaction,-->595
595,3,Invalid Transaction,-->595
595,2,Invalid Transaction,-->595
595,1,Invalid Transaction,-->595
596,4,Invalid Transaction,-->596
596,3,Invalid Transaction,-->596
596,2,Invalid Transaction,-->596
596,1,Invalid Transaction,-->596
597,4,Invalid Transaction,-->597
597,3,Invalid Transaction,-->597
597,2,Invalid Transaction,-->597
597,1,Invalid Transaction,-->597
598,4,Invalid Transaction,-->598
598,3,Invalid Transaction,-->598
598,2,Invalid Transaction,-->598
598,1,Invalid Transaction,-->598
599,4,Invalid Transaction,-->599
599,3,Invalid Transaction,-->599
599,2,Invalid Transaction,-->599
599,1,Invalid Transaction,-->599
600,4,Invalid Transaction,-->600
600,3,Invalid Transaction,-->600
600,2,Invalid Transaction,-->600
600,1,Invalid Transaction,-->600
601,4,Invalid Transaction,-->601
601,3,Invalid Transaction,-->601
601,2,Invalid Transaction,-->601
601,1,Invalid Transaction,-->601
602,4,Invalid Transaction,-->602
602,3,Invalid Transaction,-->602
602,2,Invalid Transaction,-->602
602,1,Invalid Transaction,-->602
603,4,Invalid Transaction,-->603
603,3,Invalid Transaction,-->603
603,2,Invalid Transaction,-->603
603,1,Invalid Transaction,-->603
604,4,Invalid Transaction,-->604
604,3,Invalid Transaction,-->604
604,2,Invalid Transaction,-->604
604,1,Invalid Transaction,-->604
605,4,Invalid Transaction,-->605
605,3,Invalid Transaction,-->605
605,2,Invalid Transaction,-->605
605,1,Invalid Transaction,-->605
606,4,Invalid Transaction,-->606
606,3,Invalid Transaction,-->606
606,2,Invalid Transaction,-->606
606,1,Invalid Transaction,-->606
607,4,Invalid Transaction,-->607
607,3,Invalid Transaction,-->607
607,2,Invalid Transaction,-->607
607,1,Invalid Transaction,-->607
608,4,Invalid Transaction,-->608
608,3,Invalid Transaction,-->608
608,2,Invalid Transaction,-->608
608,1,Invalid Transaction,-->608
609,4,Invalid Transaction,-->609
609,3,Invalid Transaction,-->609
609,2,Invalid Transaction,-->609
609,1,Invalid Transaction,-->609
610,4,Invalid Transaction,-->610
610,3,Invalid Transaction,-->610
610,2,Invalid Transaction,-->610
610,1,Invalid Transaction,-->610
611,4,Invalid Transaction,-->611
611,3,Invalid Transaction,-->611
611,2,Invalid Transaction,-->611
611,1,Invalid Transaction,-->611
612,4,Invalid Transaction,-->612
612,3,Invalid Transaction,-->612
612,2,Invalid Transaction,-->612
612,1,Invalid Transaction,-->612
613,4,Invalid Transaction,-->613
613,3,Invalid Transaction,-->613
613,2,Invalid Transaction,-->613
613,1,Invalid Transaction,-->613
614,4,Invalid Transaction,-->614
614,3,Invalid Transaction,-->614
614,2,Invalid Transaction,-->614
614,1,Invalid Transaction,-->614
615,4,Invalid Transaction,-->615
615,3,Invalid Transaction,-->615
615,2,Invalid Transaction,-->615
615,1,Invalid Transaction,-->615
616,4,Invalid Transaction,-->616
616,3,Invalid Transaction,-->616
616,2,Invalid Transaction,-->616
616,1,Invalid Transaction,-->616
617,4,Invalid Transaction,-->617
617,3,Invalid Transaction,-->617
617,2,Invalid Transaction,-->617
617,1,Invalid Transaction,-->617
618,4,Invalid Transaction,-->618
618,3,Invalid Transaction,-->618
618,2,Invalid Transaction,-->618
618,1,Invalid Transaction,-->618
619,4,Invalid Transaction,-->619
619,3,Invalid Transaction,-->619
619,2,Invalid Transaction,-->619
619,1,Invalid Transaction,-->619
620,4,Invalid Transaction,-->620
620,3,Invalid Transaction,-->620
620,2,Invalid Transaction,-->620
620,1,Invalid Transaction,-->620
621,4,Invalid Transaction,-->621
621,3,Invalid Transaction,-->621
621,2,Invalid Transaction,-->621
621,1,Invalid Transaction,-->621
622,4,Invalid Transaction,-->622
622,3,Invalid Transaction,-->622
622,2,Invalid Transaction,-->622
622,1,Invalid Transaction,-->622
623,4,Invalid Transaction,-->623
623,3,Invalid Transaction,-->623
623,2,Invalid Transaction,-->623
623,1,Invalid Transaction,-->623
624,4,Invalid Transaction,-->624
624,3,Invalid Transaction,-->624
624,2,Invalid Transaction,-->624
624,1,Invalid Transaction,-->624
625,4,Invalid Transaction,-->625
625,3,Invalid Transaction,-->625
625,2,Invalid Transaction,-->625
625,1,Invalid Transaction,-->625
626,4,Invalid Transaction,-->626
626,3,Invalid Transaction,-->626
626,2,Invalid Transaction,-->626
626,1,Invalid Transaction,-->626
627,4,Invalid Transaction,-->627
627,3,Invalid Transaction,-->627
627,2,Invalid Transaction,-->627
627,1,Invalid Transaction,-->627
628,4,Invalid Transaction,-->628
628,3,Invalid Transaction,-->628
628,2,Invalid Transaction,-->628
628,1,Invalid Transaction,-->628
629,4,Invalid Transaction,-->629
629,3,Invalid Transaction,-->629
629,2,Invalid Transaction,-->629
629,1,Invalid Transaction,-->629
630,4,Invalid Transaction,-->630
630,3,Invalid Transaction,-->630
630,2,Invalid Transaction,-->630
630,1,Invalid Transaction,-->630
631,4,Invalid Transaction,-->631
631,3,Invalid Transaction,-->631
631,2,Invalid Transaction,-->631
631,1,Invalid Transaction,-->631
632,4,Invalid Transaction,-->632
632,3,Invalid Transaction,-->632
632,2,Invalid Transaction,-->632
632,1,Invalid Transaction,-->632
633,4,Invalid Transaction,-->633
633,3,Invalid Transaction,-->633
633,2,Invalid Transaction,-->633
633,1,Invalid Transaction,-->633
634,4,Invalid Transaction,-->634
634,3,Invalid Transaction,-->634
634,2,Invalid Transaction,-->634
634,1,Invalid Transaction,-->634
635,4,Invalid Transaction,-->635
635,3,Invalid Transaction,-->635
635,2,Invalid Transaction,-->635
635,1,Invalid Transaction,-->635
636,4,Invalid Transaction,-->636
636,3,Invalid Transaction,-->636
636,2,Invalid Transaction,-->636
636,1,Invalid Transaction,-->636
637,4,Invalid Transaction,-->637
637,3,Invalid Transaction,-->637
637,2,Invalid Transaction,-->637
637,1,Invalid Transaction,-->637
638,4,Invalid Transaction,-->638
638,3,Invalid Transaction,-->638
